# RPairs file created from KEGG LIGAND version 49.0 reaction file
# REACTION_ID	RPAIR_ID	LEFT_CPD_ID	RIGHT_CPD_ID	LINK_TYPE
R07500	RP06046	C00011	C00544	leave
R07500	RP11173	C00544	C15882	main
R07501	RP00004	C00019	C00021	main
R07501	RP10714	C00019	C15883	trans
R07501	RP12024	C15882	C15883	main
R07502	RP11403	C02483	C15883	main
R07503	RP11930	C14151	C15882	main
R07504	RP00004	C00019	C00021	main
R07504	RP10703	C00019	C14152	trans
R07504	RP11929	C14151	C14152	main
R07505	RP00001	C00005	C00006	cofac
R07505	RP11979	C15777	C15778	main
R07506	RP00001	C00005	C00006	cofac
R07506	RP11577	C05440	C15778	main
R07507	RP00001	C00005	C00006	cofac
R07507	RP11276	C01164	C05107	main
R07508	RP11402	C02477	C14152	main
R07509	RP00001	C00005	C00006	cofac
R07509	RP00013	C00001	C00007	cofac
R07509	RP11540	C05108	C15808	main
R07509	RP12343	C00007	C15808	leave
R07509	RP12344	C00007	C15808	leave
R07512	RP11561	C05432	C15858	main
R07513	RP05678	C00001	C00033	leave
R07513	RP10815	C00033	C15985	main
R07513	RP11669	C06542	C15985	main
R07514	RP10563	C00007	C15986	leave
R07514	RP11294	C01297	C15986	main
R07515	RP10442	C00001	C15987	leave
R07515	RP11436	C03056	C15986	main
R07515	RP12073	C15986	C15987	main
R07516	RP10431	C00001	C15859	leave
R07516	RP11569	C05435	C15859	main
R07517	RP12012	C15859	C15860	main
R07519	RP10432	C00001	C15870	leave
R07519	RP11563	C05432	C15870	main
R07521	RP00004	C00019	C00021	main
R07521	RP10712	C00019	C15877	trans
R07521	RP12019	C15874	C15877	main
R07522	RP10433	C00001	C15878	leave
R07522	RP12020	C15877	C15878	main
R07524	RP00004	C00019	C00021	main
R07524	RP10713	C00019	C15881	trans
R07524	RP12022	C15879	C15881	main
R07525	RP00013	C00001	C00007	cofac
R07525	RP10559	C00007	C15884	main
R07525	RP12023	C15881	C15884	main
R07526	RP00013	C00001	C00007	cofac
R07526	RP10560	C00007	C15885	main
R07526	RP12025	C15884	C15885	main
R07527	RP00004	C00019	C00021	main
R07527	RP10715	C00019	C15886	trans
R07527	RP12017	C15870	C15886	main
R07528	RP10434	C00001	C15887	leave
R07528	RP12026	C15886	C15887	main
R07529	RP00004	C00019	C00021	main
R07529	RP10716	C00019	C15888	trans
R07529	RP12027	C15887	C15888	main
R07530	RP11566	C05433	C08590	main
R07531	RP11738	C08590	C08601	main
R07532	RP10435	C00001	C15892	leave
R07532	RP11559	C05431	C15892	main
R07533	RP12028	C15892	C15895	main
R07535	RP00004	C00019	C00021	main
R07535	RP10717	C00019	C15900	trans
R07535	RP12030	C15898	C15900	main
R07536	RP10437	C00001	C15902	leave
R07536	RP12031	C15900	C15902	main
R07537	RP00013	C00001	C00007	cofac
R07537	RP10561	C00007	C15903	leave
R07537	RP12032	C15900	C15903	main
R07538	RP00013	C00001	C00007	cofac
R07538	RP10562	C00007	C15905	leave
R07538	RP12033	C15902	C15905	main
R07539	RP10438	C00001	C15905	leave
R07539	RP12034	C15903	C15905	main
R07541	RP11571	C05435	C15908	main
R07543	RP10439	C00001	C15911	leave
R07543	RP12035	C15908	C15911	main
R07544	RP12036	C15911	C15914	main
R07545	RP12037	C15914	C15917	main
R07546	RP12013	C15859	C15861	main
R07547	RP12015	C15861	C15864	main
R07549	RP12038	C15919	C15928	main
R07550	RP12039	C15919	C15932	main
R07551	RP12040	C15928	C15932	main
R07553	RP12041	C15933	C15935	main
R07554	RP12042	C15935	C15937	main
R07556	RP12043	C15940	C15941	main
R07557	RP12044	C15941	C15942	main
R07558	RP11367	C02094	C08591	main
R07559	RP11641	C06098	C08591	main
R07561	RP11745	C08592	C15965	main
R07562	RP11746	C08592	C15966	main
R07563	RP11734	C08583	C08592	main
R07564	RP11742	C08591	C15965	main
R07565	RP11743	C08591	C15966	main
R07566	RP12052	C15965	C15967	main
R07567	RP12054	C15966	C15967	main
R07568	RP11735	C08583	C15967	main
R07569	RP12053	C15965	C15968	main
R07570	RP12055	C15966	C15968	main
R07571	RP11645	C06098	C15968	main
R07572	RP11731	C08580	C15967	main
R07573	RP11732	C08580	C15968	main
R07574	RP00012	C00015	C00029	main
R07574	RP10791	C00029	C15969	trans
R07574	RP11646	C06098	C15969	main
R07575	RP00012	C00015	C00029	main
R07575	RP10792	C00029	C15970	trans
R07575	RP11631	C06082	C15970	main
R07576	RP11785	C09707	C15514	main
R07577	RP11786	C09707	C15971	main
R07578	RP11744	C08591	C15982	main
R07579	RP12071	C15982	C15983	main
R07580	RP11647	C06098	C15983	main
R07581	RP12072	C15983	C15984	main
R07582	RP05676	C00001	C00009	leave
R07582	RP10611	C00009	C15989	leave
R07582	RP12075	C15988	C15989	main
R07583	RP05676	C00001	C00009	leave
R07583	RP10347	C00009	C01204	leave
R07583	RP10349	C01204	C15990	main
R07584	RP05676	C00001	C00009	leave
R07584	RP06018	C00009	C01204	leave
R07584	RP11284	C01204	C15991	main
R07597	RP06073	C00001	C05425	leave
R07597	RP11555	C05425	C15992	main
R07598	RP00006	C00007	C00027	cofac
R07598	RP00405	C00047	C04076	main
R07598	RP05798	C00001	C04076	leave
R07598	RP12294	C00014	C00047	leave
R07599	RP05923	C00011	C00141	leave
R07599	RP10868	C00068	C15976	main
R07599	RP10977	C00141	C15976	trans
R07600	RP10868	C00068	C15976	main
R07600	RP12058	C15972	C15977	main
R07600	RP12068	C15976	C15977	trans
R07601	RP05859	C00011	C00233	leave
R07601	RP10867	C00068	C15974	main
R07601	RP11034	C00233	C15974	trans
R07602	RP10867	C00068	C15974	main
R07602	RP12057	C15972	C15975	main
R07602	RP12067	C15974	C15975	trans
R07603	RP09733	C00011	C00671	leave
R07603	RP10869	C00068	C15978	main
R07603	RP11206	C00671	C15978	trans
R07604	RP10869	C00068	C15978	main
R07604	RP12059	C15972	C15979	main
R07604	RP12069	C15978	C15979	trans
R07605	RP00001	C00005	C00006	cofac
R07605	RP11311	C15996	C16675	main
R07606	RP00030	C00342	C00343	cofac
R07607	RP00030	C00342	C00343	cofac
R07607	RP11434	C03023	C15653	main
R07607	RP12293	C00001	C15653	leave
R07608	RP00030	C00342	C00343	cofac
R07612	RP00130	C00001	C00027	leave
R07613	RP00014	C00025	C00026	main
R07613	RP05697	C00001	C00026	leave
R07613	RP10753	C00025	C00666	trans
R07613	RP11205	C00666	C03972	main
R07618	RP00002	C00003	C00004	cofac
R07618	RP12056	C15972	C15973	main
R07626	RP05960	C00001	C00301	leave
R07626	RP11064	C00301	C16011	main
R07626	RP11183	C00613	C16011	main
R07627	RP10443	C00001	C16015	leave
R07627	RP12076	C16014	C16015	main
R07629	RP05825	C00001	C00383	leave
R07629	RP10916	C00086	C15607	main
R07629	RP11119	C00383	C15607	main
R07630	RP05713	C00013	C00448	leave
R07630	RP11141	C00448	C16028	main
R07631	RP05705	C00013	C00341	leave
R07631	RP10414	C00001	C11389	leave
R07631	RP11090	C00341	C11389	main
R07632	RP05705	C00013	C00341	leave
R07632	RP10413	C00001	C11388	leave
R07632	RP11089	C00341	C11388	main
R07633	RP10726	C00022	C16069	main
R07633	RP11840	C11481	C16069	leave
R07634	RP10324	C00001	C00022	leave
R07634	RP10722	C00022	C00506	main
R07634	RP11160	C00506	C11481	leave
R07635	RP11199	C00641	C04248	main
R07635	RP11488	C04248	C16070	main
R07636	RP03829	C00016	C00020	main
R07636	RP10675	C00016	C16071	main
R07637	RP10444	C00001	C16073	leave
R07637	RP12077	C16072	C16073	main
R07638	RP10445	C00001	C16075	leave
R07638	RP12078	C16074	C16075	main
R07639	RP12508	C04180	C05754	main
R07640	RP00008	C00002	C00020	ligase
R07640	RP00009	C00002	C00013	ligase
R07641	RP00003	C00002	C00008	ligase
R07641	RP00010	C00002	C00009	ligase
R07641	RP03826	C00002	C00169	trans
R07641	RP06025	C00014	C00169	leave
R07641	RP10992	C00169	C00288	main
R07642	RP00003	C00002	C00008	cofac
R07642	RP00010	C00002	C00009	cofac
R07643	RP00575	C00025	C04138	main
R07643	RP00585	C00388	C04138	main
R07644	RP00428	C00065	C04204	main
R07644	RP00433	C00196	C04204	main
R07645	RP00003	C00002	C00008	ligase
R07645	RP00010	C00002	C00009	ligase
R07645	RP01388	C00010	C04348	main
R07645	RP11213	C00711	C04348	main
R07646	RP00008	C00002	C00020	ligase
R07646	RP00009	C00002	C00013	ligase
R07647	RP05713	C00013	C00448	leave
R07647	RP10446	C00001	C16143	leave
R07647	RP11144	C00448	C16143	main
R07648	RP05713	C00013	C00448	leave
R07648	RP11143	C00448	C16142	main
R07649	RP05713	C00013	C00448	leave
R07649	RP11142	C00448	C16141	main
R07650	RP10643	C00011	C03283	leave
R07650	RP11258	C00986	C03283	main
R07651	RP01331	C00133	C00993	main
R07651	RP08212	C00001	C00133	leave
R07651	RP10974	C00133	C00993	main
R07652	RP11145	C00448	C16144	main
R07654	RP12080	C16145	C16146	main
R07655	RP12081	C16146	C16147	main
R07656	RP12082	C16147	C16148	main
R07657	RP10564	C00007	C16149	leave
R07657	RP11447	C03203	C16149	main
R07658	RP00002	C00003	C00004	cofac
R07658	RP06552	C00011	C00167	leave
R07658	RP10990	C00167	C16155	main
R07659	RP00014	C00025	C00026	main
R07659	RP10762	C00025	C16153	trans
R07659	RP10770	C00026	C16155	trans
R07659	RP12084	C16153	C16155	main
R07660	RP00072	C00101	C00234	main
R07660	RP11037	C00234	C16154	trans
R07660	RP12083	C16153	C16154	main
R07661	RP11100	C00348	C16156	main
R07661	RP12085	C16154	C16156	trans
R07661	RP12292	C00015	C16154	main
R07662	RP05683	C00001	C00058	leave
R07662	RP10843	C00058	C16156	main
R07662	RP12086	C16156	C16157	main
R07663	RP07612	C00007	C01468	leave
R07663	RP08580	C06677	C11481	leave
R07663	RP11314	C01468	C06677	main
R07664	RP00712	C01984	C02137	main
R07664	RP00852	C00061	C01847	cofac
R07665	RP00002	C00003	C00004	cofac
R07665	RP00013	C00001	C00007	cofac
R07665	RP10511	C00007	C03351	leave
R07665	RP11313	C01467	C03351	main
R07666	RP00001	C00005	C00006	cofac
R07666	RP10382	C00001	C00587	leave
R07666	RP11181	C00587	C03067	main
R07667	RP00002	C00003	C00004	cofac
R07667	RP10382	C00001	C00587	leave
R07667	RP11181	C00587	C03067	main
R07668	RP04875	C00230	C06672	main
R07668	RP11031	C06453	C06672	trans
R07668	RP11246	C00853	C06453	main
R07669	RP10447	C00001	C16181	leave
R07669	RP11299	C01327	C06988	leave
R07669	RP11700	C06988	C16181	main
R07670	RP10448	C00001	C16182	leave
R07670	RP11301	C01327	C16181	leave
R07670	RP12092	C16181	C16182	main
R07671	RP02362	C00615	C04261	main
R07671	RP10874	C00072	C16186	main
R07671	RP11489	C04261	C16186	trans
R07672	RP10365	C00096	C15925	main
R07673	RP10366	C02280	C15925	main
R07674	RP05676	C00001	C00009	leave
R07674	RP10610	C00009	C15926	leave
R07674	RP11347	C01825	C15926	main
R07675	RP00002	C00003	C00004	cofac
R07675	RP11272	C01115	C01825	main
R07676	RP00001	C00005	C00006	cofac
R07676	RP11086	C00333	C15930	main
R07677	RP11937	C14899	C16186	main
R07678	RP05826	C00009	C00035	leave
R07678	RP10816	C00035	C02280	trans
R07678	RP11388	C02280	C15926	main
R07679	RP00038	C00125	C00126	cofac
R07679	RP00250	C00072	C05422	main
R07680	RP10440	C00001	C15930	leave
R07680	RP11273	C01115	C15930	main
R07682	RP10566	C00007	C16196	leave
R07682	RP11841	C00094	C16193	leave
R07682	RP12094	C16193	C16196	main
R07683	RP10566	C00007	C16196	leave
R07683	RP11842	C00094	C16194	leave
R07683	RP12095	C16194	C16196	main
R07684	RP10567	C00007	C16198	leave
R07684	RP12097	C16196	C16198	main
R07685	RP00802	C00001	C16199	leave
R07685	RP10450	C00001	C16199	leave
R07685	RP10728	C00022	C16198	main
R07685	RP12098	C16198	C16199	main
R07687	RP11934	C14315	C16205	main
R07687	RP12312	C00007	C16205	leave
R07688	RP12103	C16205	C16206	main
R07689	RP12104	C16206	C16207	main
R07691	RP10571	C00007	C16214	leave
R07691	RP12108	C16212	C16214	main
R07692	RP10729	C00022	C16210	main
R07692	RP12106	C16210	C16212	main
R07692	RP12671	C00001	C16212	leave
R07692	RP12672	C00001	C16212	leave
R07693	RP12105	C16210	C16211	main
R07694	RP12100	C16204	C16208	main
R07696	RP12107	C16212	C16213	main
R07697	RP00013	C00001	C00007	cofac
R07698	RP11432	C03012	C16201	main
R07698	RP11844	C00094	C16201	leave
R07698	RP12291	C00007	C03012	leave
R07699	RP11433	C03012	C16202	main
R07699	RP11845	C00094	C16202	leave
R07699	RP12291	C00007	C03012	leave
R07700	RP10924	C00090	C00292	main
R07700	RP12290	C00007	C00090	leave
R07701	RP10570	C00007	C16210	leave
R07701	RP12102	C16204	C16210	main
R07702	RP10569	C00007	C16209	leave
R07702	RP12101	C16204	C16209	main
R07703	RP00002	C00003	C00004	cofac
R07703	RP11334	C01606	C16215	main
R07704	RP00002	C00003	C00004	cofac
R07704	RP10568	C00007	C16203	leave
R07704	RP11933	C14315	C16203	main
R07705	RP00002	C00003	C00004	cofac
R07705	RP12099	C16203	C16204	main
R07706	RP10920	C00088	C06813	leave
R07706	RP10925	C00090	C06813	main
R07706	RP12290	C00007	C00090	leave
R07707	RP11839	C11429	C11430	main
R07708	RP08800	C00001	C11428	leave
R07708	RP11838	C11428	C11430	main
R07709	RP00002	C00003	C00004	cofac
R07709	RP00013	C00001	C00007	cofac
R07709	RP10505	C00007	C00628	leave
R07709	RP11191	C00628	C00805	main
R07710	RP00001	C00005	C00006	cofac
R07710	RP00013	C00001	C00007	leave
R07711	RP00001	C00005	C00006	cofac
R07711	RP00013	C00001	C00007	leave
R07712	RP11790	C09762	C12123	main
R07713	RP07541	C00001	C03057	leave
R07713	RP10727	C00022	C16149	main
R07713	RP11437	C03057	C16149	main
R07714	RP00001	C00005	C00006	cofac
R07714	RP00013	C00001	C00007	cofac
R07714	RP10552	C00007	C15567	leave
R07714	RP11890	C12123	C15567	main
R07715	RP00001	C00005	C00006	cofac
R07715	RP00013	C00001	C00007	cofac
R07715	RP10574	C00007	C16233	leave
R07715	RP12118	C16232	C16233	main
R07716	RP11932	C14314	C16233	main
R07717	RP11931	C14314	C14536	main
R07718	RP00012	C00015	C00029	main
R07718	RP10793	C00029	C16195	trans
R07718	RP11936	C14536	C16195	main
R07719	RP00051	C00010	C00083	main
R07719	RP10901	C00083	C16197	trans
R07719	RP12096	C16195	C16197	main
R07720	RP00012	C00015	C00029	main
R07720	RP10781	C00029	C10216	trans
R07720	RP11816	C10208	C10216	main
R07721	RP00051	C00010	C00083	main
R07721	RP10899	C00083	C16191	trans
R07721	RP11819	C10216	C16191	main
R07722	RP11958	C15567	C16190	main
R07723	RP10449	C00001	C16190	leave
R07723	RP11248	C00858	C16190	main
R07724	RP00004	C00019	C00021	main
R07724	RP10701	C00019	C12125	trans
R07724	RP11817	C10208	C12125	main
R07726	RP11814	C10200	C10205	main
R07727	RP00001	C00005	C00006	cofac
R07727	RP10457	C00001	C16234	leave
R07727	RP12119	C16234	C16235	main
R07728	RP00001	C00005	C00006	cofac
R07728	RP10393	C00001	C03567	leave
R07728	RP11462	C03567	C04271	main
R07729	RP00012	C00015	C00029	main
R07729	RP10782	C00029	C10509	trans
R07729	RP11247	C00858	C10509	main
R07730	RP11196	C00632	C16235	main
R07731	RP00051	C00010	C00083	main
R07731	RP10903	C00083	C16222	trans
R07731	RP11827	C10509	C16222	main
R07732	RP11827	C10509	C16222	main
R07733	RP11247	C00858	C10509	main
R07734	RP10458	C00001	C16235	leave
R07734	RP10950	C00108	C16235	main
R07736	RP12093	C16188	C16189	main
R07737	RP11234	C00786	C16187	main
R07738	RP11824	C10503	C16187	main
R07739	RP11826	C10503	C16225	main
R07740	RP00012	C00015	C00029	main
R07740	RP10794	C00029	C16223	trans
R07740	RP11825	C10503	C16223	main
R07741	RP00051	C00010	C00083	main
R07741	RP10904	C00083	C16224	trans
R07741	RP12113	C16223	C16224	main
R07742	RP12113	C16223	C16224	main
R07743	RP11825	C10503	C16223	main
R07745	RP11329	C01562	C10522	main
R07746	RP00001	C00005	C00006	cofac
R07746	RP00013	C00001	C00007	cofac
R07746	RP10572	C00007	C16226	leave
R07746	RP11829	C10522	C16226	main
R07747	RP00001	C00005	C00006	cofac
R07747	RP12114	C16226	C16227	main
R07748	RP00001	C00005	C00006	cofac
R07748	RP10455	C00001	C16227	leave
R07748	RP12116	C16227	C16229	main
R07749	RP12117	C16229	C16230	main
R07750	RP11828	C10516	C16230	main
R07751	RP00001	C00005	C00006	cofac
R07751	RP12115	C16226	C16228	main
R07752	RP00001	C00005	C00006	cofac
R07752	RP10456	C00001	C16228	leave
R07752	RP11823	C10502	C16228	main
R07753	RP00012	C00015	C00029	main
R07753	RP10783	C00029	C10538	trans
R07753	RP11822	C10502	C10538	main
R07754	RP00051	C00010	C00083	main
R07754	RP10905	C00083	C16231	trans
R07754	RP11830	C10538	C16231	main
R07755	RP11830	C10538	C16231	main
R07756	RP11822	C10502	C10538	main
R07757	RP00051	C00010	C00083	main
R07757	RP10900	C00083	C16192	trans
R07757	RP11767	C09126	C16192	main
R07758	RP00039	C00010	C00154	main
R07758	RP05694	C00011	C00083	leave
R07758	RP10902	C00083	C16216	trans
R07758	RP10980	C00154	C16216	trans
R07759	RP00001	C00005	C00006	cofac
R07759	RP12109	C16216	C16217	main
R07760	RP10453	C00001	C16217	leave
R07760	RP12110	C16217	C16218	main
R07761	RP00001	C00005	C00006	cofac
R07761	RP11131	C00412	C16218	main
R07762	RP01706	C00229	C05764	main
R07762	RP05709	C00011	C01209	leave
R07762	RP11285	C01209	C16219	trans
R07762	RP11601	C05764	C16219	trans
R07763	RP00001	C00005	C00006	cofac
R07763	RP12111	C16219	C16220	main
R07764	RP10454	C00001	C16220	leave
R07764	RP12112	C16220	C16221	main
R07765	RP00002	C00003	C00004	cofac
R07765	RP11480	C04088	C16221	main
R07766	RP04571	C00229	C05752	main
R07766	RP11598	C05752	C16236	trans
R07766	RP12121	C16236	C16240	main
R07767	RP03934	C00019	C00073	cofac
R07767	RP04346	C00019	C05198	cofac
R07767	RP10918	C00087	C16237	leave
R07767	RP12120	C16236	C16237	main
R07767	RP12314	C00087	C16237	leave
R07768	RP03934	C00019	C00073	cofac
R07768	RP04346	C00019	C05198	cofac
R07768	RP10919	C00087	C16239	leave
R07768	RP11599	C05752	C16239	main
R07768	RP12315	C00087	C16239	leave
R07769	RP11030	C00229	C16239	main
R07769	RP12123	C16237	C16239	trans
R07769	RP12124	C16237	C16240	main
R07770	RP00009	C00002	C00013	leave
R07770	RP10496	C00002	C16238	trans
R07770	RP11219	C00725	C16238	main
R07771	RP10721	C00020	C16238	main
R07771	RP12122	C16237	C16238	trans
R07771	RP12124	C16237	C16240	main
R07772	RP10913	C00084	C16242	main
R07772	RP12125	C16242	C16243	main
R07772	RP12289	C00001	C16243	leave
R07773	RP00004	C00019	C00021	main
R07773	RP08883	C00019	C11542	trans
R07773	RP11855	C11542	C16243	main
R07774	RP00004	C00019	C00021	main
R07774	RP10719	C00019	C16244	trans
R07774	RP11857	C11543	C16244	main
R07775	RP00004	C00019	C00021	main
R07775	RP10653	C00011	C16244	leave
R07775	RP10700	C00019	C11545	trans
R07775	RP11858	C11545	C16244	main
R07776	RP00001	C00005	C00006	cofac
R07776	RP00013	C00001	C00007	cofac
R07776	RP10530	C00007	C10520	leave
R07776	RP11241	C00814	C10520	main
R07777	RP00001	C00005	C00006	cofac
R07777	RP00013	C00001	C00007	cofac
R07777	RP10552	C00007	C15567	leave
R07777	RP11791	C09762	C15567	main
R07778	RP00001	C00005	C00006	cofac
R07778	RP00013	C00001	C00007	cofac
R07778	RP09708	C00007	C12631	leave
R07778	RP11162	C00509	C12631	main
R07779	RP00001	C00005	C00006	cofac
R07779	RP00013	C00001	C00007	cofac
R07779	RP10575	C00007	C16248	leave
R07779	RP11298	C01326	C04178	leave
R07779	RP11483	C04178	C16248	main
R07780	RP10459	C00001	C16246	leave
R07780	RP11482	C04178	C16246	main
R07781	RP00002	C00003	C00004	cofac
R07781	RP11297	C01324	C16249	leave
R07781	RP11384	C02222	C16249	main
R07782	RP08051	C00001	C03925	leave
R07782	RP10673	C00014	C16246	leave
R07782	RP11471	C03925	C16246	main
R07783	RP11472	C03925	C16247	main
R07784	RP12126	C16247	C16248	main
R07785	RP12288	C16248	C16249	main
R07791	RP12287	C15797	C15800	main
R07792	RP12286	C15801	C16251	main
R07793	RP10671	C00014	C14450	leave
R07793	RP11399	C02375	C14450	main
R07793	RP12285	C00007	C02375	leave
R07794	RP11300	C01327	C14419	leave
R07794	RP11935	C14419	C14450	main
R07795	RP07167	C00001	C02501	leave
R07795	RP10509	C00007	C02501	leave
R07795	RP10935	C00094	C06336	leave
R07795	RP11407	C02501	C06336	main
R07796	RP11134	C00423	C16256	main
R07796	RP11586	C05607	C16257	main
R07796	RP12127	C16256	C16257	trans
R07797	RP00016	C00053	C00054	main
R07797	RP10837	C00053	C16259	trans
R07797	RP12128	C16258	C16259	main
R07798	RP00016	C00053	C00054	main
R07798	RP10838	C00053	C16261	trans
R07798	RP12129	C16260	C16261	main
R07799	RP10576	C00007	C16262	leave
R07799	RP11693	C06712	C16262	main
R07800	RP10460	C00001	C16263	leave
R07800	RP12130	C16262	C16263	main
R07801	RP10577	C00007	C16264	leave
R07801	RP12131	C16263	C16264	main
R07802	RP06092	C00001	C01606	leave
R07802	RP11182	C00596	C16264	main
R07802	RP11335	C01606	C16264	main
R07804	RP11722	C07717	C07721	main
R07826	RP02629	C00811	C01197	main
R07827	RP10578	C00007	C16266	leave
R07827	RP11587	C05618	C16266	main
R07828	RP00003	C00002	C00008	ligase
R07828	RP00010	C00002	C00009	ligase
R07828	RP10633	C00010	C16268	main
R07828	RP12132	C16267	C16268	main
R07829	RP11252	C00877	C16268	main
R07830	RP05713	C00013	C00448	leave
R07830	RP11146	C00448	C16269	main
R07831	RP10461	C00001	C16272	leave
R07831	RP11696	C06719	C16272	main
R07832	RP00026	C00024	C00033	main
R07832	RP10742	C00024	C16273	trans
R07832	RP12134	C16272	C16273	main
R07833	RP00007	C00010	C00024	main
R07833	RP11274	C01144	C16273	main
R07833	RP12284	C00024	C16273	trans
R07834	RP12018	C15870	C16270	main
R07835	RP05995	C00001	C01353	leave
R07835	RP11000	C00180	C06337	main
R07835	RP11306	C01353	C06337	main
R07836	RP00001	C00005	C00006	cofac
R07836	RP00013	C00001	C00007	cofac
R07836	RP10579	C00007	C16283	leave
R07836	RP12139	C16281	C16283	main
R07837	RP00001	C00005	C00006	cofac
R07837	RP00013	C00001	C00007	cofac
R07837	RP10580	C00007	C16285	leave
R07837	RP12141	C16283	C16285	main
R07838	RP11800	C09814	C16285	main
R07839	RP11494	C04434	C04451	main
R07840	RP11737	C08586	C16276	main
R07841	RP11648	C06098	C16282	main
R07842	RP12140	C16282	C16284	main
R07843	RP12133	C16270	C16271	main
R07845	RP12135	C16274	C16275	main
R07847	RP12136	C16277	C16278	main
R07848	RP12137	C16277	C16279	main
R07850	RP11567	C05433	C15981	main
R07851	RP11747	C08601	C15981	main
R07854	RP10391	C00001	C02505	leave
R07854	RP11408	C02505	C16074	main
R07855	RP05790	C00001	C07086	leave
R07855	RP10672	C00014	C16074	leave
R07855	RP11701	C07086	C16074	main
R07856	RP11568	C05434	C16291	main
R07857	RP11370	C02094	C16340	main
R07858	RP12045	C15943	C16340	main
R07859	RP00537	C00157	C04230	main
R07859	RP10406	C00001	C06427	leave
R07859	RP10983	C00157	C06427	main
R07860	RP00541	C00157	C04233	main
R07860	RP10406	C00001	C06427	leave
R07860	RP12621	C00157	C06427	main
R07861	RP00013	C00001	C00007	cofac
R07861	RP11662	C06427	C16300	main
R07862	RP12014	C15860	C16347	main
R07863	RP08161	C00001	C04785	leave
R07863	RP11514	C04672	C04785	main
R07864	RP10581	C00007	C16321	leave
R07864	RP11663	C06427	C16321	main
R07865	RP10463	C00001	C16321	leave
R07865	RP12160	C16321	C16324	main
R07866	RP12161	C16324	C16325	main
R07867	RP10463	C00001	C16321	leave
R07867	RP12157	C16320	C16321	main
R07868	RP12158	C16321	C16322	main
R07868	RP12159	C16321	C16323	main
R07869	RP10515	C00007	C04785	leave
R07869	RP11526	C04785	C06427	main
R07870	RP11527	C04785	C16310	main
R07870	RP11528	C04785	C16311	main
R07871	RP08161	C00001	C04785	leave
R07871	RP11529	C04785	C16319	main
R07872	RP12151	C16309	C16311	main
R07873	RP00073	C00010	C00323	main
R07873	RP11076	C00323	C16297	trans
R07873	RP11891	C12137	C16297	main
R07874	RP00012	C00015	C00029	main
R07874	RP10780	C00029	C08725	trans
R07874	RP11758	C08725	C12137	main
R07875	RP00012	C00015	C00029	main
R07875	RP10784	C00029	C12640	trans
R07875	RP11912	C12640	C16297	main
R07876	RP00073	C00010	C00323	main
R07876	RP11074	C00323	C12640	trans
R07876	RP11759	C08725	C12640	main
R07877	RP00012	C00015	C00029	main
R07877	RP10797	C00029	C16305	trans
R07877	RP11892	C12137	C16305	main
R07878	RP00012	C00015	C00029	main
R07878	RP10798	C00029	C16306	trans
R07878	RP11748	C08604	C16306	main
R07879	RP00012	C00015	C00029	main
R07879	RP10799	C00029	C16307	trans
R07879	RP11895	C12138	C16307	main
R07880	RP00144	C00010	C00223	main
R07880	RP11024	C00223	C16349	trans
R07880	RP11760	C08725	C16349	main
R07881	RP09290	C00010	C14120	main
R07881	RP09675	C00001	C14101	leave
R07881	RP11922	C14101	C14120	main
R07882	RP00144	C00010	C00223	main
R07882	RP11025	C00223	C16350	trans
R07882	RP11753	C08639	C16350	main
R07883	RP00144	C00010	C00223	main
R07883	RP11026	C00223	C16351	trans
R07883	RP12154	C16312	C16351	main
R07884	RP00051	C00010	C00083	main
R07884	RP10906	C00083	C16288	trans
R07884	RP11913	C12642	C16288	main
R07885	RP00051	C00010	C00083	main
R07885	RP10907	C00083	C16289	trans
R07885	RP11914	C12643	C16289	main
R07886	RP00051	C00010	C00083	main
R07886	RP10908	C00083	C16290	trans
R07886	RP12142	C16290	C16301	main
R07887	RP00008	C00002	C00020	ligase
R07887	RP00009	C00002	C00013	ligase
R07887	RP11525	C04780	C16327	main
R07888	RP00018	C00016	C01352	cofac
R07888	RP12162	C16327	C16328	main
R07889	RP10464	C00001	C16329	leave
R07889	RP12163	C16328	C16329	main
R07890	RP00002	C00003	C00004	cofac
R07890	RP12164	C16329	C16330	main
R07891	RP10634	C00010	C16331	main
R07891	RP10743	C00024	C16330	main
R07891	RP12165	C16330	C16331	trans
R07892	RP00018	C00016	C01352	cofac
R07892	RP12166	C16331	C16332	main
R07893	RP10465	C00001	C16333	leave
R07893	RP12167	C16332	C16333	main
R07894	RP00002	C00003	C00004	cofac
R07894	RP12168	C16333	C16334	main
R07895	RP10635	C00010	C16335	main
R07895	RP10744	C00024	C16334	main
R07895	RP12169	C16334	C16335	trans
R07896	RP00018	C00016	C01352	cofac
R07896	RP12170	C16335	C16336	main
R07897	RP10466	C00001	C16337	leave
R07897	RP12171	C16336	C16337	main
R07898	RP00002	C00003	C00004	cofac
R07898	RP12172	C16337	C16338	main
R07899	RP10636	C00010	C16339	main
R07899	RP10745	C00024	C16338	main
R07899	RP12173	C16338	C16339	trans
R07901	RP12143	C16292	C16293	main
R07902	RP10462	C00001	C16317	leave
R07902	RP10636	C00010	C16339	main
R07902	RP12156	C16317	C16339	main
R07903	RP00718	C00015	C02199	main
R07903	RP11383	C02199	C16315	trans
R07903	RP11897	C12138	C16315	main
R07904	RP12146	C16294	C16315	main
R07905	RP12144	C16294	C16295	main
R07906	RP12147	C16295	C16296	main
